filepath,filename,emotion,emotion_code,intensity,statement,repetition,actor,gender,vocal_channel,modality
Actor_13\03-01-02-01-01-01-13.wav,03-01-02-01-01-01-13.wav,calm,02,normal,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-02-01-01-02-13.wav,03-01-02-01-01-02-13.wav,calm,02,normal,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-02-01-02-01-13.wav,03-01-02-01-02-01-13.wav,calm,02,normal,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-02-01-02-02-13.wav,03-01-02-01-02-02-13.wav,calm,02,normal,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-02-02-01-01-13.wav,03-01-02-02-01-01-13.wav,calm,02,strong,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-02-02-01-02-13.wav,03-01-02-02-01-02-13.wav,calm,02,strong,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-02-02-02-01-13.wav,03-01-02-02-02-01-13.wav,calm,02,strong,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-02-02-02-02-13.wav,03-01-02-02-02-02-13.wav,calm,02,strong,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-03-01-01-01-13.wav,03-01-03-01-01-01-13.wav,happy,03,normal,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-03-01-01-02-13.wav,03-01-03-01-01-02-13.wav,happy,03,normal,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-03-01-02-01-13.wav,03-01-03-01-02-01-13.wav,happy,03,normal,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-03-01-02-02-13.wav,03-01-03-01-02-02-13.wav,happy,03,normal,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-03-02-01-01-13.wav,03-01-03-02-01-01-13.wav,happy,03,strong,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-03-02-01-02-13.wav,03-01-03-02-01-02-13.wav,happy,03,strong,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-03-02-02-01-13.wav,03-01-03-02-02-01-13.wav,happy,03,strong,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-03-02-02-02-13.wav,03-01-03-02-02-02-13.wav,happy,03,strong,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-04-01-01-01-13.wav,03-01-04-01-01-01-13.wav,sad,04,normal,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-04-01-01-02-13.wav,03-01-04-01-01-02-13.wav,sad,04,normal,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-04-01-02-01-13.wav,03-01-04-01-02-01-13.wav,sad,04,normal,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-04-01-02-02-13.wav,03-01-04-01-02-02-13.wav,sad,04,normal,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-04-02-01-01-13.wav,03-01-04-02-01-01-13.wav,sad,04,strong,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-04-02-01-02-13.wav,03-01-04-02-01-02-13.wav,sad,04,strong,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-04-02-02-01-13.wav,03-01-04-02-02-01-13.wav,sad,04,strong,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-04-02-02-02-13.wav,03-01-04-02-02-02-13.wav,sad,04,strong,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-05-01-01-01-13.wav,03-01-05-01-01-01-13.wav,angry,05,normal,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-05-01-01-02-13.wav,03-01-05-01-01-02-13.wav,angry,05,normal,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-05-01-02-01-13.wav,03-01-05-01-02-01-13.wav,angry,05,normal,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-05-01-02-02-13.wav,03-01-05-01-02-02-13.wav,angry,05,normal,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-05-02-01-01-13.wav,03-01-05-02-01-01-13.wav,angry,05,strong,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-05-02-01-02-13.wav,03-01-05-02-01-02-13.wav,angry,05,strong,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-05-02-02-01-13.wav,03-01-05-02-02-01-13.wav,angry,05,strong,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-05-02-02-02-13.wav,03-01-05-02-02-02-13.wav,angry,05,strong,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-06-01-01-01-13.wav,03-01-06-01-01-01-13.wav,fearful,06,normal,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-06-01-01-02-13.wav,03-01-06-01-01-02-13.wav,fearful,06,normal,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-06-01-02-01-13.wav,03-01-06-01-02-01-13.wav,fearful,06,normal,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-06-01-02-02-13.wav,03-01-06-01-02-02-13.wav,fearful,06,normal,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-06-02-01-01-13.wav,03-01-06-02-01-01-13.wav,fearful,06,strong,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-06-02-01-02-13.wav,03-01-06-02-01-02-13.wav,fearful,06,strong,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-06-02-02-01-13.wav,03-01-06-02-02-01-13.wav,fearful,06,strong,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-06-02-02-02-13.wav,03-01-06-02-02-02-13.wav,fearful,06,strong,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-07-01-01-01-13.wav,03-01-07-01-01-01-13.wav,disgust,07,normal,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-07-01-01-02-13.wav,03-01-07-01-01-02-13.wav,disgust,07,normal,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-07-01-02-01-13.wav,03-01-07-01-02-01-13.wav,disgust,07,normal,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-07-01-02-02-13.wav,03-01-07-01-02-02-13.wav,disgust,07,normal,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-07-02-01-01-13.wav,03-01-07-02-01-01-13.wav,disgust,07,strong,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-07-02-01-02-13.wav,03-01-07-02-01-02-13.wav,disgust,07,strong,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-07-02-02-01-13.wav,03-01-07-02-02-01-13.wav,disgust,07,strong,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-07-02-02-02-13.wav,03-01-07-02-02-02-13.wav,disgust,07,strong,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-08-01-01-01-13.wav,03-01-08-01-01-01-13.wav,surprised,08,normal,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-08-01-01-02-13.wav,03-01-08-01-01-02-13.wav,surprised,08,normal,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-08-01-02-01-13.wav,03-01-08-01-02-01-13.wav,surprised,08,normal,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-08-01-02-02-13.wav,03-01-08-01-02-02-13.wav,surprised,08,normal,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_13\03-01-08-02-01-01-13.wav,03-01-08-02-01-01-13.wav,surprised,08,strong,Kids are talking by the door,01,13,male,speech,audio-only
Actor_13\03-01-08-02-01-02-13.wav,03-01-08-02-01-02-13.wav,surprised,08,strong,Kids are talking by the door,02,13,male,speech,audio-only
Actor_13\03-01-08-02-02-01-13.wav,03-01-08-02-02-01-13.wav,surprised,08,strong,Dogs are sitting by the door,01,13,male,speech,audio-only
Actor_13\03-01-08-02-02-02-13.wav,03-01-08-02-02-02-13.wav,surprised,08,strong,Dogs are sitting by the door,02,13,male,speech,audio-only
Actor_14\03-01-01-01-01-01-14.wav,03-01-01-01-01-01-14.wav,neutral,01,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-01-01-01-02-14.wav,03-01-01-01-01-02-14.wav,neutral,01,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-01-01-02-01-14.wav,03-01-01-01-02-01-14.wav,neutral,01,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-01-01-02-02-14.wav,03-01-01-01-02-02-14.wav,neutral,01,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-02-01-01-01-14.wav,03-01-02-01-01-01-14.wav,calm,02,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-02-01-01-02-14.wav,03-01-02-01-01-02-14.wav,calm,02,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-02-01-02-01-14.wav,03-01-02-01-02-01-14.wav,calm,02,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-02-01-02-02-14.wav,03-01-02-01-02-02-14.wav,calm,02,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-02-02-01-01-14.wav,03-01-02-02-01-01-14.wav,calm,02,strong,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-02-02-01-02-14.wav,03-01-02-02-01-02-14.wav,calm,02,strong,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-02-02-02-01-14.wav,03-01-02-02-02-01-14.wav,calm,02,strong,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-02-02-02-02-14.wav,03-01-02-02-02-02-14.wav,calm,02,strong,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-03-01-01-01-14.wav,03-01-03-01-01-01-14.wav,happy,03,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-03-01-01-02-14.wav,03-01-03-01-01-02-14.wav,happy,03,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-03-01-02-01-14.wav,03-01-03-01-02-01-14.wav,happy,03,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-03-01-02-02-14.wav,03-01-03-01-02-02-14.wav,happy,03,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-03-02-01-01-14.wav,03-01-03-02-01-01-14.wav,happy,03,strong,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-03-02-01-02-14.wav,03-01-03-02-01-02-14.wav,happy,03,strong,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-03-02-02-01-14.wav,03-01-03-02-02-01-14.wav,happy,03,strong,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-03-02-02-02-14.wav,03-01-03-02-02-02-14.wav,happy,03,strong,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-04-01-01-01-14.wav,03-01-04-01-01-01-14.wav,sad,04,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-04-01-01-02-14.wav,03-01-04-01-01-02-14.wav,sad,04,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-04-01-02-01-14.wav,03-01-04-01-02-01-14.wav,sad,04,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-04-01-02-02-14.wav,03-01-04-01-02-02-14.wav,sad,04,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-04-02-01-01-14.wav,03-01-04-02-01-01-14.wav,sad,04,strong,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-04-02-01-02-14.wav,03-01-04-02-01-02-14.wav,sad,04,strong,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-04-02-02-01-14.wav,03-01-04-02-02-01-14.wav,sad,04,strong,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-04-02-02-02-14.wav,03-01-04-02-02-02-14.wav,sad,04,strong,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-05-01-01-01-14.wav,03-01-05-01-01-01-14.wav,angry,05,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-05-01-01-02-14.wav,03-01-05-01-01-02-14.wav,angry,05,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-05-01-02-01-14.wav,03-01-05-01-02-01-14.wav,angry,05,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-05-01-02-02-14.wav,03-01-05-01-02-02-14.wav,angry,05,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-05-02-01-01-14.wav,03-01-05-02-01-01-14.wav,angry,05,strong,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-05-02-01-02-14.wav,03-01-05-02-01-02-14.wav,angry,05,strong,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-05-02-02-01-14.wav,03-01-05-02-02-01-14.wav,angry,05,strong,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-05-02-02-02-14.wav,03-01-05-02-02-02-14.wav,angry,05,strong,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-06-01-01-01-14.wav,03-01-06-01-01-01-14.wav,fearful,06,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-06-01-01-02-14.wav,03-01-06-01-01-02-14.wav,fearful,06,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-06-01-02-01-14.wav,03-01-06-01-02-01-14.wav,fearful,06,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-06-01-02-02-14.wav,03-01-06-01-02-02-14.wav,fearful,06,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-06-02-01-01-14.wav,03-01-06-02-01-01-14.wav,fearful,06,strong,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-06-02-01-02-14.wav,03-01-06-02-01-02-14.wav,fearful,06,strong,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-06-02-02-01-14.wav,03-01-06-02-02-01-14.wav,fearful,06,strong,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-06-02-02-02-14.wav,03-01-06-02-02-02-14.wav,fearful,06,strong,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-07-01-01-01-14.wav,03-01-07-01-01-01-14.wav,disgust,07,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-07-01-01-02-14.wav,03-01-07-01-01-02-14.wav,disgust,07,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-07-01-02-01-14.wav,03-01-07-01-02-01-14.wav,disgust,07,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-07-01-02-02-14.wav,03-01-07-01-02-02-14.wav,disgust,07,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-07-02-01-01-14.wav,03-01-07-02-01-01-14.wav,disgust,07,strong,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-07-02-01-02-14.wav,03-01-07-02-01-02-14.wav,disgust,07,strong,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-07-02-02-01-14.wav,03-01-07-02-02-01-14.wav,disgust,07,strong,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-07-02-02-02-14.wav,03-01-07-02-02-02-14.wav,disgust,07,strong,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-08-01-01-01-14.wav,03-01-08-01-01-01-14.wav,surprised,08,normal,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-08-01-01-02-14.wav,03-01-08-01-01-02-14.wav,surprised,08,normal,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-08-01-02-01-14.wav,03-01-08-01-02-01-14.wav,surprised,08,normal,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-08-01-02-02-14.wav,03-01-08-01-02-02-14.wav,surprised,08,normal,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_14\03-01-08-02-01-01-14.wav,03-01-08-02-01-01-14.wav,surprised,08,strong,Kids are talking by the door,01,14,female,speech,audio-only
Actor_14\03-01-08-02-01-02-14.wav,03-01-08-02-01-02-14.wav,surprised,08,strong,Kids are talking by the door,02,14,female,speech,audio-only
Actor_14\03-01-08-02-02-01-14.wav,03-01-08-02-02-01-14.wav,surprised,08,strong,Dogs are sitting by the door,01,14,female,speech,audio-only
Actor_14\03-01-08-02-02-02-14.wav,03-01-08-02-02-02-14.wav,surprised,08,strong,Dogs are sitting by the door,02,14,female,speech,audio-only
Actor_15\03-01-01-01-01-01-15.wav,03-01-01-01-01-01-15.wav,neutral,01,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-01-01-01-02-15.wav,03-01-01-01-01-02-15.wav,neutral,01,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-01-01-02-01-15.wav,03-01-01-01-02-01-15.wav,neutral,01,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-01-01-02-02-15.wav,03-01-01-01-02-02-15.wav,neutral,01,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-02-01-01-01-15.wav,03-01-02-01-01-01-15.wav,calm,02,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-02-01-01-02-15.wav,03-01-02-01-01-02-15.wav,calm,02,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-02-01-02-01-15.wav,03-01-02-01-02-01-15.wav,calm,02,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-02-01-02-02-15.wav,03-01-02-01-02-02-15.wav,calm,02,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-02-02-01-01-15.wav,03-01-02-02-01-01-15.wav,calm,02,strong,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-02-02-01-02-15.wav,03-01-02-02-01-02-15.wav,calm,02,strong,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-02-02-02-01-15.wav,03-01-02-02-02-01-15.wav,calm,02,strong,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-02-02-02-02-15.wav,03-01-02-02-02-02-15.wav,calm,02,strong,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-03-01-01-01-15.wav,03-01-03-01-01-01-15.wav,happy,03,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-03-01-01-02-15.wav,03-01-03-01-01-02-15.wav,happy,03,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-03-01-02-01-15.wav,03-01-03-01-02-01-15.wav,happy,03,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-03-01-02-02-15.wav,03-01-03-01-02-02-15.wav,happy,03,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-03-02-01-01-15.wav,03-01-03-02-01-01-15.wav,happy,03,strong,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-03-02-01-02-15.wav,03-01-03-02-01-02-15.wav,happy,03,strong,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-03-02-02-01-15.wav,03-01-03-02-02-01-15.wav,happy,03,strong,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-03-02-02-02-15.wav,03-01-03-02-02-02-15.wav,happy,03,strong,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-04-01-01-01-15.wav,03-01-04-01-01-01-15.wav,sad,04,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-04-01-01-02-15.wav,03-01-04-01-01-02-15.wav,sad,04,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-04-01-02-01-15.wav,03-01-04-01-02-01-15.wav,sad,04,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-04-01-02-02-15.wav,03-01-04-01-02-02-15.wav,sad,04,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-04-02-01-01-15.wav,03-01-04-02-01-01-15.wav,sad,04,strong,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-04-02-01-02-15.wav,03-01-04-02-01-02-15.wav,sad,04,strong,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-04-02-02-01-15.wav,03-01-04-02-02-01-15.wav,sad,04,strong,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-04-02-02-02-15.wav,03-01-04-02-02-02-15.wav,sad,04,strong,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-05-01-01-01-15.wav,03-01-05-01-01-01-15.wav,angry,05,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-05-01-01-02-15.wav,03-01-05-01-01-02-15.wav,angry,05,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-05-01-02-01-15.wav,03-01-05-01-02-01-15.wav,angry,05,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-05-01-02-02-15.wav,03-01-05-01-02-02-15.wav,angry,05,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-05-02-01-01-15.wav,03-01-05-02-01-01-15.wav,angry,05,strong,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-05-02-01-02-15.wav,03-01-05-02-01-02-15.wav,angry,05,strong,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-05-02-02-01-15.wav,03-01-05-02-02-01-15.wav,angry,05,strong,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-05-02-02-02-15.wav,03-01-05-02-02-02-15.wav,angry,05,strong,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-06-01-01-01-15.wav,03-01-06-01-01-01-15.wav,fearful,06,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-06-01-01-02-15.wav,03-01-06-01-01-02-15.wav,fearful,06,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-06-01-02-01-15.wav,03-01-06-01-02-01-15.wav,fearful,06,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-06-01-02-02-15.wav,03-01-06-01-02-02-15.wav,fearful,06,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-06-02-01-01-15.wav,03-01-06-02-01-01-15.wav,fearful,06,strong,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-06-02-01-02-15.wav,03-01-06-02-01-02-15.wav,fearful,06,strong,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-06-02-02-01-15.wav,03-01-06-02-02-01-15.wav,fearful,06,strong,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-06-02-02-02-15.wav,03-01-06-02-02-02-15.wav,fearful,06,strong,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-07-01-01-01-15.wav,03-01-07-01-01-01-15.wav,disgust,07,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-07-01-01-02-15.wav,03-01-07-01-01-02-15.wav,disgust,07,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-07-01-02-01-15.wav,03-01-07-01-02-01-15.wav,disgust,07,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-07-01-02-02-15.wav,03-01-07-01-02-02-15.wav,disgust,07,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-07-02-01-01-15.wav,03-01-07-02-01-01-15.wav,disgust,07,strong,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-07-02-01-02-15.wav,03-01-07-02-01-02-15.wav,disgust,07,strong,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-07-02-02-01-15.wav,03-01-07-02-02-01-15.wav,disgust,07,strong,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-07-02-02-02-15.wav,03-01-07-02-02-02-15.wav,disgust,07,strong,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-08-01-01-01-15.wav,03-01-08-01-01-01-15.wav,surprised,08,normal,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-08-01-01-02-15.wav,03-01-08-01-01-02-15.wav,surprised,08,normal,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-08-01-02-01-15.wav,03-01-08-01-02-01-15.wav,surprised,08,normal,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-08-01-02-02-15.wav,03-01-08-01-02-02-15.wav,surprised,08,normal,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_15\03-01-08-02-01-01-15.wav,03-01-08-02-01-01-15.wav,surprised,08,strong,Kids are talking by the door,01,15,male,speech,audio-only
Actor_15\03-01-08-02-01-02-15.wav,03-01-08-02-01-02-15.wav,surprised,08,strong,Kids are talking by the door,02,15,male,speech,audio-only
Actor_15\03-01-08-02-02-01-15.wav,03-01-08-02-02-01-15.wav,surprised,08,strong,Dogs are sitting by the door,01,15,male,speech,audio-only
Actor_15\03-01-08-02-02-02-15.wav,03-01-08-02-02-02-15.wav,surprised,08,strong,Dogs are sitting by the door,02,15,male,speech,audio-only
Actor_16\03-01-01-01-01-01-16.wav,03-01-01-01-01-01-16.wav,neutral,01,normal,Kids are talking by the door,01,16,female,speech,audio-only
Actor_16\03-01-01-01-01-02-16.wav,03-01-01-01-01-02-16.wav,neutral,01,normal,Kids are talking by the door,02,16,female,speech,audio-only
Actor_16\03-01-01-01-02-01-16.wav,03-01-01-01-02-01-16.wav,neutral,01,normal,Dogs are sitting by the door,01,16,female,speech,audio-only
Actor_16\03-01-01-01-02-02-16.wav,03-01-01-01-02-02-16.wav,neutral,01,normal,Dogs are sitting by the door,02,16,female,speech,audio-only
Actor_16\03-01-02-01-01-01-16.wav,03-01-02-01-01-01-16.wav,calm,02,normal,Kids are talking by the door,01,16,female,speech,audio-only
Actor_16\03-01-02-01-01-02-16.wav,03-01-02-01-01-02-16.wav,calm,02,normal,Kids are talking by the door,02,16,female,speech,audio-only
Actor_16\03-01-02-01-02-01-16.wav,03-01-02-01-02-01-16.wav,calm,02,normal,Dogs are sitting by the door,01,16,female,speech,audio-only
Actor_16\03-01-02-01-02-02-16.wav,03-01-02-01-02-02-16.wav,calm,02,normal,Dogs are sitting by the door,02,16,female,speech,audio-only
Actor_16\03-01-02-02-01-01-16.wav,03-01-02-02-01-01-16.wav,calm,02,strong,Kids are talking by the door,01,16,female,speech,audio-only
Actor_16\03-01-02-02-01-02-16.wav,03-01-02-02-01-02-16.wav,calm,02,strong,Kids are talking by the door,02,16,female,speech,audio-only
Actor_16\03-01-02-02-02-01-16.wav,03-01-02-02-02-01-16.wav,calm,02,strong,Dogs are sitting by the door,01,16,female,speech,audio-only
Actor_16\03-01-02-02-02-02-16.wav,03-01-02-02-02-02-16.wav,calm,02,strong,Dogs are sitting by the door,02,16,female,speech,audio-only
Actor_16\03-01-03-01-01-01-16.wav,03-01-03-01-01-01-16.wav,happy,03,normal,Kids are talking by the door,01,16,female,speech,audio-only
Actor_16\03-01-03-01-01-02-16.wav,03-01-03-01-01-02-16.wav,happy,03,normal,Kids are talking by the door,02,16,female,speech,audio-only
